1 Status: trusted OGRN=1145074015448,INN=005036145714,C=ru,ST=50\, \d0\9c\d0\be\d1\81\d0\ba\d0\be\d0\b2\d1\81\d0\ba\d0\b0\d1\8f \d0\be\d0\b1\d0\bb\d0\b0\d1\81\d1\82\d1\8c,L=\d0\b3. \d0\9f\d0\be\d0\b4\d0\be\d0\bb\d1\8c\d1\81\d0\ba,STREET=\d1\83\d0\bb. \d0\9c\d0\b0\d1\88\d0\b8\d0\bd\d0\be\d1\81\d1\82\d1\80\d0\be\d0\b8\d1\82\d0\b5\d0\bb\d0\b5\d0\b9\, \d0\b4. 7\d0\90,O=\d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112,CN=\d0\a3\d0\a6 \d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112
2 Status: trusted C=RU,L=Moscow,O=MITS,OU=Certification Authority,CN=Certificating Center
3 Status: local   C=RU,CN=pov-1-csp1
89 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-4cs
90 Status: remote  C=RU,CN=podolsk_go_8cs
91 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-5cs
92 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-8cs
93 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-4cs
94 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-4cs
95 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-6cs
96 Status: remote  C=RU,CN=pov-4-csp2
97 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-13cs
98 Status: remote  C=RU,O=MO112,CN=roshal_go_1cs
99 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-9cs
100 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-11cs
101 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_6cs
102 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-11cs
103 Status: remote  C=RU,CN=s_prudskiy_mr_1cs
104 Status: remote  C=RU,CN=stupinskiy_mr_1cs
105 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-2cs
106 Status: remote  C=RU,CN=pushkinskiy_mr_8cs
107 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=che-golovka-go-3cs
108 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-2cs
109 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-4cs
110 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-4cs
111 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voshod-zato-2cs
112 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-4cs
113 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-21cs
114 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-6cs
115 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-7cs
116 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=vlasiha-zato-2cs
117 Status: remote  C=RU,O=MO112,CN=noginskiy_mr_7cs
118 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_7cs
119 Status: remote  C=RU,O=MO112,CN=taldomskiy_mr_1cs
120 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=egorevsk-mr-3cs
121 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-7cs
122 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_1cs
123 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=electro-gk-go-3cs
124 Status: remote  C=RU,O=MO112,CN=k_armeisk_go_1cs
125 Status: remote  C=RU,O=MO112,CN=dmitrov_mr_12cs
126 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dubna-go-3cs
127 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-2cs
128 Status: remote  C=RU,CN=s_prudskiy_mr_5cs
129 Status: remote  C=RU,CN=pushkinskiy_mr_13cs
130 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-8cs
131 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-2cs
132 Status: remote  C=RU,CN=kashirskiy_mr_9cs
133 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-2cs
134 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=volokolamsk-mr-2cs
135 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zvinigorod-go-3cs
136 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-2cs
137 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shaturskiy-mr-3cs
138 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=protvino-go-3cs
139 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lotoshinski-mr-3cs
140 Status: remote  C=RU,O=MO112,CN=vlasiha_zato_1cs
141 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-5cs
142 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=luhovitskiy-mr-3cs
143 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-11cs
144 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-2cs
145 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dzerjinsk-go-2cs
146 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-2cs
147 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shcelkovski-mr-9cs
148 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-13cs
149 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-go-2cs
150 Status: remote  C=RU,CN=or_zuevo_mr_9cs
151 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-20cs
152 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-6cs
153 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-3cs
154 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-5cs
155 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-3cs
156 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-3cs
157 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shahovskiy-mr-2cs
158 Status: remote  C=RU,CN=schelkovski_mr_16cs
159 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-6cs
160 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-3cs
161 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-8cs
162 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-2cs
163 Status: remote  C=RU,O=MO112,CN=dzerjinsk_go_1cs
164 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-1cs
165 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_5cs
166 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-5cs
167 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-1cs
168 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-20cs
169 Status: remote  C=RU,O=MO112,CN=kotelniki_go_1cs
170 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lobna-go-3cs
171 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=molod-zato-go-3cs
172 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=chehovskiy-mr-3cs
173 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dmitrov-mr-3cs
174 Status: remote  C=RU,O=MO112,CN=balashiha_go_7cs
175 Status: remote  C=RU,O=MO112,CN=voskresensk_mr_13cs
176 Status: remote  C=RU,CN=lobna_go_1cs
177 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorvsk-mr-8cs
178 Status: remote  C=RU,CN=volokolamsk_mr_4cs
179 Status: remote  C=RU,CN=podolsk_go_1cs
180 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-10cs
181 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-5cs
182 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-7cs
183 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_14cs
184 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
185 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-7cs
186 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-10cs
187 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-2cs
188 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lotoshinski-mr-2cs
189 Status: remote  C=RU,CN=schelkovski_mr_10cs
190 Status: remote  C=RU,O=MO112,CN=domodedovo_go_1cs
191 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramensky-mr-2cs
192 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=leninskiy-mr-7cs
193 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=j-dorozjniy-go-2cs
194 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klinskiy-mr-2cs
195 Status: remote  C=RU,O=MO112,CN=molod_zato_go_1cs
196 Status: remote  C=RU,O=MO112,CN=s_gorskiy_mr_1cs
197 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-2cs
198 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-gorskiy-mr-2cs
199 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-6cs
200 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-2cs
201 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-2cs
202 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushino-go-3cs
203 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-2cs
204 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-4cs
205 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-5cs
206 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-16cs
207 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=litkarino-go-3cs
208 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-3cs
209 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-prudskiy-mr-3cs
210 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-2cs
211 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=stupinskiy-mr-3cs
212 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=chehovskiy-mr-4cs
213 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-2cs
214 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-3cs
215 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-5cs
216 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-9cs
217 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
218 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-8cs
219 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_6cs
220 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk_mr_12cs
221 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-8cs
222 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
223 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
224 Status: remote  C=RU,O=MO112,CN=voskresensk_mr_9cs
225 Status: remote  C=RU,CN=shahovskiy_mr_1cs
226 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-20cs
227 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-20cs
228 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-15cs
229 Status: remote  C=RU,CN=kolomna_go_6cs
230 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klimovsk-go-4cs
231 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-7cs
232 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=grinvud-1cs
233 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-3cs
234 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-3cs
235 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ruzskiy-mr-2cs
236 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-6cs
237 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-6cs
238 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-1cs
239 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-10cs
240 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-go-4cs
241 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pav-posad-mr-3cs
242 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_14cs
243 Status: remote  C=RU,O=MO112,CN=domodedovo_go_6cs
244 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-5cs
245 Status: remote  C=RU,CN=chehovskiy_mr_1cs
246 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=k-znam-zato-go-2cs
247 Status: remote  C=RU,CN=lobna_go_4cs
248 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=volokolamsk-mr-3cs
249 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=losino-petr-go-3cs
250 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klimovsk-mr-3cs
251 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-9cs
252 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-4cs
253 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_1cs
254 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_4cs
255 Status: remote  C=RU,O=MO112,CN=j_dorozjniy_go_4cs
256 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhovski-mr-21cs
257 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_3cs
258 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-9cs
259 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-13cs
260 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
261 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-5cs
262 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-7cs
263 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-7cs
264 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=reutov-go-3cs
265 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-3cs
266 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-6cs
267 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=litkarino-go-2cs
268 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-4cs
269 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-4cs
270 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-8cs
271 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-1cs
272 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_4cs
273 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_1cs
274 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-3cs
275 Status: remote  C=RU,O=MO112,CN=korolev_go_6cs
