1 Status: trusted OGRN=1145074015448,INN=005036145714,C=ru,ST=50\, \d0\9c\d0\be\d1\81\d0\ba\d0\be\d0\b2\d1\81\d0\ba\d0\b0\d1\8f \d0\be\d0\b1\d0\bb\d0\b0\d1\81\d1\82\d1\8c,L=\d0\b3. \d0\9f\d0\be\d0\b4\d0\be\d0\bb\d1\8c\d1\81\d0\ba,STREET=\d1\83\d0\bb. \d0\9c\d0\b0\d1\88\d0\b8\d0\bd\d0\be\d1\81\d1\82\d1\80\d0\be\d0\b8\d1\82\d0\b5\d0\bb\d0\b5\d0\b9\, \d0\b4. 7\d0\90,O=\d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112,CN=\d0\a3\d0\a6 \d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112
2 Status: trusted C=RU,L=Moscow,O=MITS,OU=Certification Authority,CN=Certificating Center
3 Status: local   C=RU,CN=pov-3-csp1
210 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-7cs
211 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-3cs
212 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-11cs
213 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=roshal-go-3cs
214 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-2cs
215 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-7cs
216 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-14cs
217 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-2cs
218 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zaraiskiy-mr-3cs
219 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-2cs
220 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=molod-zato-go-3cs
221 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-4cs
222 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_14cs
223 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-8cs
224 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zhukovskiy-go-2cs
225 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=korolev-go-7cs
226 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-znam-zato-go-4cs
227 Status: remote  C=RU,CN=chehovskiy_mr_1cs
228 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-2cs
229 Status: remote  C=RU,CN=domodedovo_go_13cs
230 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-11cs
231 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-3cs
232 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-2cs
233 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-5cs
234 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lotoshinski-mr-2cs
235 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_1cs
236 Status: remote  C=RU,O=MO112,CN=molod_zato_go_1cs
237 Status: remote  C=RU,O=MO112,CN=j_dorozjniy_go_4cs
238 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=egorevsk-mr-8cs
239 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-gorskiy-mr-2cs
240 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-8cs
241 Status: remote  C=RU,CN=mitishinski_mr_1cs
242 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mitishinski-mr-12cs
243 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-3cs
244 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-2cs
245 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-20cs
246 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-3cs
247 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=j-dorozjniy-go-2cs
248 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-8cs
249 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-21cs
250 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-4cs
251 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-3cs
252 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=stupinskiy-mr-4cs
253 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-6cs
254 Status: remote  C=RU,CN=stupinskiy_mr_14cs
255 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-20cs
256 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=chehovskiy-mr-4cs
257 Status: remote  C=RU,CN=volokolamsk_mr_4cs
258 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shahovskiy-mr-3cs
259 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
260 Status: remote  C=RU,CN=lotoshinski_mr_1cs
261 Status: remote  C=RU,CN=ozerskiy_mr_1cs
262 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ubileiniy-go-2cs
263 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-2cs
264 Status: remote  C=RU,CN=dolgoprudn_go_1cs
265 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_9cs
266 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shahovskiy-mr-2cs
267 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-4cs
268 Status: remote  C=RU,CN=krasnogorsk_mr_1cs
269 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-7cs
270 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-5cs
271 Status: remote  C=RU,O=MO112,CN=dmitrov_mr_12cs
272 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-go-4cs
273 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-5cs
274 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=che-golovka-go-3cs
