1 Status: local   C=RU,CN=pov-1-csp2
22 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zv-gor-zato-go-2cs
23 Status: remote  C=RU,CN=dolgoprudn_go_3cs
24 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-11cs
25 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushino-go-3cs
26 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shcelkovski-mr-9cs
27 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-21cs
28 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-2cs
29 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-1cs
30 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=reutov-go-3cs
31 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=leninskiy-mr-7cs
32 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_12cs
33 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ivanteevka-go-2cs
34 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-3cs
35 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-2cs
36 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-5cs
37 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-11cs
38 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-4cs
39 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klimovsk-go-4cs
40 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-12cs
41 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-11cs
42 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-11cs
43 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-6cs
44 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-9cs
45 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=Che-golovlka-go-4cs
46 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-5cs
47 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-9cs
48 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=volokolamsk-mr-2cs
49 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-4cs
50 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lotoshinski-mr-2cs
51 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-5cs
52 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-7cs
53 Status: remote  C=RU,O=MO112,CN=zv_gor_zato_go_1cs
54 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-2cs
55 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-2cs
56 Status: remote  C=RU,O=MO112,CN=ozerskiy_mr_5cs
57 Status: remote  C=RU,CN=schelkovski_mr_1cs
58 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-2cs
59 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-prudskiy-mr-3cs
60 Status: remote  C=RU,CN=s_gorskiy_mr_6cs
61 Status: remote  C=RU,O=MO112,CN=losino_petr_go_1cs
62 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zaraiskiy-mr-3cs
63 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-7cs
64 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-3cs
65 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-22cs
66 Status: remote  C=RU,O=MO112,CN=shaturskiy_mr_5cs
67 Status: remote  C=RU,CN=kashirskiy_mr_8cs
68 Status: remote  C=RU,CN=pushkinskiy_mr_13cs
69 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=losino-petr-go-2cs
70 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zv-gor-zato-go-3cs
71 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-9cs
72 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-1cs
73 Status: remote  C=RU,CN=kashirskiy_mr_4cs
74 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_9cs
75 Status: remote  C=RU,CN=leninskiy_mr_1cs
76 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-4cs
77 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-3cs
78 Status: remote  C=RU,O=MO112,CN=s_posadskiy_mr_16cs
79 Status: remote  CN=shelk_mr_10cs
80 Status: remote  C=RU,CN=noginskiy_mr_12cs
81 Status: remote  C=RU,O=MO112,CN=protvino_go_1cs
82 Status: remote  C=RU,CN=or_zuevo_mr_9cs
83 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shahovskiy-mr-2cs
84 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klimovsk-mr-3cs
85 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zhukovskiy-go-3cs
86 Status: remote  C=RU,O=MO112,CN=roshal_go_1cs
87 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-6cs
88 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-5cs
89 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-4cs
90 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushino-go-2cs
91 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-4cs
92 Status: remote  C=RU,O=MO112,CN=leninskiy_mr_6cs
93 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=protvino-go-3cs
94 Status: remote  C=RU,CN=lobna_go_4cs
95 Status: remote  C=RU,CN=domodedovo_go_13cs
96 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-6cs
97 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramensky-mr-2cs
98 Status: remote  C=RU,CN=krasnogorsk_mr_1cs
99 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-3cs
100 Status: remote  C=RU,O=MO112,CN=dubna_go_5cs
101 Status: remote  C=RU,O=MO112,CN=vlasiha_zato_1cs
102 Status: remote  C=RU,CN=stupinskiy_mr_6cs
103 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shaturskiy-mr-3cs
104 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-11cs
105 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-7cs
106 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=schelkovski-mr-17cs
107 Status: remote  C=RU,CN=chehovskiy_mr_1cs
108 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=luhovitskiy-mr-2cs
109 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-4cs
110 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-7cs
111 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-6cs
112 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-3cs
113 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramenskiy-mr-3cs
114 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
115 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dmitrov-mr-20cs
116 Status: remote  C=RU,O=MO112,CN=voshod_zato_1cs
117 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dubna-go-3cs
118 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-3cs
119 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-5cs
120 Status: remote  C=RU,O=MO112,CN=chehovskiy_mr_6cs
121 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-gorskiy-mr-2cs
122 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lobna-go-3cs
123 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-13cs
124 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=moscow-6cs
125 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=leninskiy-mr-8cs
126 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-5cs
127 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-20cs
128 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-2cs
129 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dmitrov-mr-3cs
130 Status: remote  C=RU,O=MO112,CN=reutov_go_4cs
131 Status: remote  C=RU,O=MO112,CN=or_zuevo_go_5cs
132 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_15cs
133 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-6cs
134 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-8cs
135 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-4cs
136 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_14cs
137 Status: remote  C=RU,O=MO112,CN=molod_zato_go_1cs
138 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-6cs
139 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=egorevsk-mr-4cs
140 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zvinigorod-go-2cs
141 Status: remote  C=RU,O=MO112,CN=dubna_go_1cs
142 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-6cs
143 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
144 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-8cs
145 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=moscow-5cs
146 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-11cs
147 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kotelniki-go-2cs
148 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-11cs
149 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=egorevsk-mr-8cs
150 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-7cs
151 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-2cs
152 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-11cs
153 Status: remote  C=RU,O=MO112,CN=noginskiy_mr_13cs
154 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-9cs
155 Status: remote  C=RU,O=MO112,CN=fryazino_go_1cs
156 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electro-gk-go-5cs
157 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-8cs
158 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=chehovskiy-mr-4cs
159 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-15cs
160 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-6cs
161 Status: remote  C=RU,CN=taldomskiy_mr_9cs
162 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-1cs
163 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-5cs
164 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_14cs
165 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-8cs
166 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=roshal-go-3cs
167 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_7cs
168 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_1cs
169 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
170 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-4cs
171 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_1cs
172 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-7cs
173 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-8cs
174 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-6cs
175 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-5cs
176 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-4cs
177 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ivanteevka-go-3cs
178 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-16cs
179 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-3cs
180 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=chehovskiy-mr-3cs
181 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-prudskiy-mr-2cs
182 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-2cs
183 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-2cs
184 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-20cs
185 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-2cs
186 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-5cs
187 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-2cs
188 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra,CN=protvino-go-2cs
189 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=k-armeisk-go-2cs
190 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-1cs
191 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-20cs
192 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-20cs
193 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
194 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=grinvud-1cs
195 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-go-4cs
196 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-1cs
197 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-3cs
198 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
199 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-3cs
200 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-4cs
201 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-4cs
202 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-go-2cs
203 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-9cs
204 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=j-dorozjniy-go-2cs
205 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-8cs
206 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-6cs
207 Status: remote  C=RU,CN=pov-2-csp2
208 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-3cs
209 Status: remote  C=RU,CN=pov-4-csp2
210 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-2cs
211 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-8cs
212 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-2cs
213 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=che-golovka-go-3cs
214 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
215 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-3cs
216 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-8cs
217 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-5cs
218 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-4cs
219 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-5cs
220 Status: remote  C=RU,O=MO112,CN=egorevsk_mr_6cs
221 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-5cs
222 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-3cs
223 Status: remote  C=RU,O=MO112,CN=domodedovo_go_1cs
224 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-6cs
225 Status: remote  C=RU,CN=dolgoprudn_go_1cs
226 Status: remote  C=RU,CN=s_prudskiy_mr_1cs
227 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_4cs
228 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-7cs
229 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-10cs
230 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=k-znam-zato-go-2cs
231 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-3cs
232 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-2cs
233 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shahovskiy-mr-3cs
234 Status: remote  C=RU,CN=kashirskiy_mr_9cs
235 Status: remote  C=RU,CN=luhovitskiy_mr_1cs
236 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mitishinski-mr-2cs
237 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushino-go-5cs
238 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-6cs
239 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-2cs
240 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-4cs
241 Status: remote  C=RU,O=MO112,CN=podolsk_go_8cs
242 Status: remote  C=RU,CN=pushkinskiy_mr_8cs
243 Status: remote  C=RU,O=MO112,CN=bronnici_go_1cs
244 Status: remote  C=RU,CN=shahovskiy_mr_1cs
245 Status: remote  C=RU,CN=schelkovski_mr_23cs
246 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-20cs
247 Status: remote  C=RU,CN=kolomna_go_6cs
248 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-5cs
249 Status: remote  C=RU,CN=podolsk_go_8cs
250 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-3cs
251 Status: remote  C=RU,O=MO112,CN=litkarino_go_1cs
252 Status: remote  C=RU,CN=volokolamsk_mr_4cs
253 Status: remote  C=RU,CN=schelkovski_mr_16cs
254 Status: remote  C=RU,CN=s_posadskiy_mr_12cs
255 Status: remote  C=RU,O=MO112,CN=reutov_go_1cs
256 Status: remote  C=RU,O=MO112,CN=shaturskiy_mr_1cs
257 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-5cs
258 Status: remote  C=RU,CN=volokolamsk_mr_5cs
259 Status: remote  C=RU,O=MO112,CN=domodedovo_go_6cs
260 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_1cs
261 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_6cs
262 Status: remote  C=RU,O=MO112,CN=noginskiy_mr_7cs
263 Status: remote  C=RU,CN=schelkovski_mr_10cs
264 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_3cs
265 Status: remote  C=RU,O=MO112,CN=korolev_go_6cs
266 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=stupinskiy-mr-10cs
267 Status: remote  C=RU,CN=s_prudskiy_mr_5cs
268 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-4cs
269 Status: remote  C=RU,CN=mozhaiskiy_mr_9cs
270 Status: remote  C=RU,CN=noginskiy_mr_11cs
271 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=fryazino-go-3cs
272 Status: remote  C=RU,O=MO112,CN=schelkovski_mr_22cs
273 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-3cs
274 Status: remote  C=RU,CN=mitishinski_mr_13cs
275 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_4cs
276 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_5cs
277 Status: remote  C=RU,O=MO112,CN=k_armeisk_go_1cs
278 Status: remote  C=RU,O=MO112,CN=taldomskiy_mr_1cs
279 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=vlasiha-zato-2cs
280 Status: remote  C=RU,CN=volokolamsk_mr_1cs
281 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-3cs
282 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-10cs
283 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-6cs
284 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-5cs
285 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=electrostal-go-3cs
286 Status: remote  C=RU,CN=zaraiskiy_mr_1cs
287 Status: remote  C=RU,O=MO112,CN=mitishinski_mr_10cs
288 Status: remote  C=RU,CN=stupinskiy_mr_14cs
289 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-20cs
